timestamp,Open,High,Low,Close
2026-05-20 11:00:00,2803.816830837802,2817.121303992212,2796.165496456643,2800.474260059548
2026-05-20 11:05:00,2809.5839482915467,2815.34743419633,2795.646270721497,2803.1076113657405
2026-05-20 11:10:00,2802.5481207290404,2814.8793918668916,2791.4699223621888,2808.3904444292953
2026-05-20 11:15:00,2805.9416462859817,2819.231268738602,2799.5223238612134,2801.1234726441407
2026-05-20 11:20:00,2807.726404081228,2819.585767745742,2795.342554748171,2809.1311643713743
2026-05-20 11:25:00,2808.0498075370565,2819.2774847430514,2792.649600058932,2800.550918318609
2026-05-20 11:30:00,2803.711369020019,2816.7934502992207,2798.6464363007776,2802.927901625155
2026-05-20 11:35:00,2808.6065598486753,2813.7864188082826,2790.0301561293127,2802.731907834152
2026-05-20 11:40:00,2802.0630112300537,2817.6177702236614,2796.9389709233405,2806.379627792723
2026-05-20 11:45:00,2805.298870346755,2817.512737298105,2793.165460879426,2802.3337604890066
2026-05-20 11:50:00,2806.4941512641813,2812.0012705900203,2798.7204104240677,2803.3852437694954
2026-05-20 11:55:00,2808.709908540703,2818.194142628598,2793.475560726798,2804.320543522368
2026-05-20 12:00:00,2803.3587991754903,2810.3823062618594,2790.500852336113,2801.4861216707072
2026-05-20 12:05:00,2806.930204373538,2819.642051021578,2798.023563298774,2808.8140460649456
2026-05-20 12:10:00,2808.375404083278,2819.0497221940973,2797.9016974292476,2800.8812002877826
2026-05-20 12:15:00,2809.1522124496014,2819.63429582849,2790.733692225523,2809.971041477789
2026-05-20 12:20:00,2804.921391532353,2816.209285914912,2791.141659946117,2803.1704046393143
2026-05-20 12:25:00,2802.6824923491004,2813.144778639335,2793.3916110297164,2802.5823765274827
2026-05-20 12:30:00,2803.8946707636283,2817.3533307785565,2795.1474465838114,2809.4482640024544
2026-05-20 12:35:00,2808.801249601066,2816.3912389192715,2790.627201874301,2809.4977888660924
2026-05-20 12:40:00,2800.9202921963506,2817.590973148296,2795.377994307944,2808.2748818143004
2026-05-20 12:45:00,2806.4407626052935,2813.3215047993767,2796.0358693966114,2807.8777876122267
2026-05-20 12:50:00,2806.345807942917,2816.46318648732,2792.1963478125035,2804.916064587875
2026-05-20 12:55:00,2802.5786979140435,2819.2498736408816,2792.3148154243195,2803.350168400567
2026-05-20 13:00:00,2805.6394771580303,2815.696451572867,2797.5681303136407,2800.2850372310786
2026-05-20 13:05:00,2809.3812031602533,2817.1952525684146,2796.731126591874,2809.493193783898
2026-05-20 13:10:00,2802.6009484136266,2818.353635860843,2799.959343665795,2804.139922163164
2026-05-20 13:15:00,2800.043590583822,2811.482785438799,2791.8240757731446,2809.5768371978647
2026-05-20 13:20:00,2805.5942581553954,2816.8992309508985,2794.917661068065,2806.6095357427125
2026-05-20 13:25:00,2800.2253515248512,2815.1204364159903,2794.962660546632,2808.442881964239
2026-05-20 13:30:00,2808.942942710989,2812.631583763361,2797.1139684586456,2807.714838598866
2026-05-20 13:35:00,2808.2280279097827,2815.9521894883555,2799.692542286833,2802.1266406518025
2026-05-20 13:40:00,2808.3155179864843,2810.884602988499,2796.210984167348,2806.768796778877
2026-05-20 13:45:00,2808.478631285266,2815.593922997833,2795.2336856453608,2809.712552050377
2026-05-20 13:50:00,2803.865647637466,2819.4533994103153,2799.705551769858,2806.6658941964683
2026-05-20 13:55:00,2809.665238221896,2819.817713818946,2797.4762448307324,2800.019317607381
2026-05-20 14:00:00,2808.0466144450925,2814.904568973133,2797.835233984044,2804.2933205713903
2026-05-20 14:05:00,2800.2716071199984,2810.1877501437166,2797.1885932329046,2804.9670751531794
2026-05-20 14:10:00,2804.0954536706145,2814.5536713130673,2792.776035980999,2800.036035228778
2026-05-20 14:15:00,2809.9983690013073,2813.060712690057,2797.8792653487326,2806.6771417501045
2026-05-20 14:20:00,2800.135830372273,2818.615603286474,2796.767943882971,2809.4776311978485
2026-05-20 14:25:00,2802.3422947802605,2811.8088426088193,2798.144364796467,2808.0386183947303
2026-05-20 14:30:00,2809.217377913675,2813.913276882186,2797.1826425562704,2802.5321563680695
2026-05-20 14:35:00,2809.480552217452,2818.605461859638,2797.5274751420925,2804.810149948715
2026-05-20 14:40:00,2808.0416131774577,2810.6480705437225,2799.025096473701,2802.891674955877
2026-05-20 14:45:00,2804.1246105103774,2811.1738915481815,2796.523341026585,2803.2895974601024
2026-05-20 14:50:00,2802.4935360754052,2811.720401540966,2794.587015360749,2804.658329454035
2026-05-20 14:55:00,2806.3338724230484,2815.9267854495315,2797.6009634152842,2807.4708838958963
2026-05-20 15:00:00,2806.4169714086706,2814.6243712450164,2795.8102506076284,2800.982082307476
2026-05-20 15:05:00,2805.585743895651,2819.2500492648815,2794.791397846088,2809.5952373045056
2026-05-20 15:10:00,2802.63445560316,2816.747820722822,2795.9109957078517,2804.0170255387256
2026-05-20 15:15:00,2808.1300196273673,2815.4161314241887,2791.427774807561,2806.874615303315
2026-05-20 15:20:00,2801.6280198230884,2811.1906943250997,2792.6112540217687,2807.554216557603
2026-05-20 15:25:00,2805.4947991877275,2810.5948360346965,2794.8962272072504,2804.0141884159784
2026-05-20 15:30:00,2802.237661073265,2811.397763263129,2790.8738896178183,2801.3300958994173
